...1,species,title_abstract,locality,locality_normalized,pred_locality,tp,fp,fn,regions_in_abstract
585,Systenostrema candida,"On the taxonomy of the genus Systenostrema Hazard & Oldacre, 1975 (Microspora, Thelohaniidae), with description of two new species ::: The paper treats the taxonomy of the genus Systenostrema Hazard & Oldacre, 1975, starting with an ultrastructural investigation of two new species, parasitic in larvae of the dragonflies Aeshna grandis and Libellula quadrimaculata, collected in Sweden. The two species are identical in pathology and presporal stages, but differ in the shape of spores and sporophorous vesicles, the fine structure of the spores, and numerical characters. The new species, which are named S. alba and S. candida, are compared to the octosporoblastic microsporidia parasitic in Odonata. An emended diagnosis of the genus Systenostrema is given, together with a taxonomic summary. The new combinations S. trichostegiaefor Thelohania trichostegiae Baudoin, 1969 and Amblyospora capillata for T. capillata Larsson, 1983 are established.",Sweden,Sweden (),Sweden (); Thelohaniidae (); Microspora (); Odonata (); Aeshna (); Thelohania (),1,5,0,TRUE
587,Tardivesicula duplicata,"Tardivesicula duplicata gen. et sp. nov. (microspora, duboscqiidae), a microsporidian parasite of the caddis fly Limnephilus centralis (trichoptera, limnephilidae) in Sweden ::: The microsporidium Tardivesicula duplicata gen. et sp. nov., a parasite of the adipose tissue of larvae of the caddis fly Limnephilus centralis in Sweden, is described based on light microscopic and ultrastructural characteristics. All life cycle stages have isolated nuclei. The sporogony is polysporoblastic, yielding 16–32 spores. The spores are rod-shaped, 1.3–1.4 × 3.7–4.2 μm in living condition. The spore wall has a 34–40 nm thick, layered exospore, with a median layer resembling a unit membrane. The endospore is thicker than the exospore. The polaroplast has two lamellar parts, where the posterior lamellae are the widest. The isofilar, 128–149 nm thick polar filament is arranged in 9–10 coils in a single layer close to the spore wall in the posterior 2/3 of the spore. The angle of tilt is c. 45°. The transversely sectioned polar filament has distinct concentrical layers of variable thickness and electron density. Sporophorous vesicles are ellipsoid and fragile. The thin electron-dense envelope is initiated as narrow tubulus-like promordia, appearing when the nucleus of the sporont has divided once. The episporontal space of vesicles with sporogonial plasmodia is devoid of inclusions. Vesicles with sporoblasts and spores have tubular exospore-derived inclusions of two dimensions. The new genus is compared to genera with polysporoblastic sporogony in sporophorous vesicles, primarily to Cystosporogenes and Flabelliforma. The placing of the new genus in the family Duboscqiidae is discussed.",Sweden,Sweden (),Sweden (),1,0,0,TRUE
592,Thelohania bomboschi,"Seven New Microsporidian Parasites of Springtails (Collembola) in the Federal Republic of Germany ::: Three new species of Nosema (N. lepidocyrti, N. onychiurus and N. petrosa), one Encephalitozoon (E.flavescens), two species of Thelohania (T. bomboschi and T. collembolae) and a new genus Auraspora n.g. with A. canningae were described from Collembola in soil samples of Lower Saxony, Federal Republic of Germany.",Germany (Lower Saxony),Germany (Lower Saxony),Germany (Federal Republic of Germany); Nosema (); Thelohania (); Brazil (Federal),1,5,1,TRUE
593,Thelohania butleri,"Light and electron microscope study of a new species of Thelohania (Microsporida) in the shrimp Pandalus jordani ::: Thelohania butleri n. sp. was found in cells of skeletal muscles of the shrimp Pandalus jordani, from Queen Charlotte Sound, British Columbia, Canada. Sporulation stages were studied with the light and the electron microscope. Earliest stages were small and apparently uninucleate. Next were small diplokaryotic cells that possibly arose by fusion of the former. These enlarged and underwent sporogony. Sporogony was a series of three binary divisions, each producing unikaryotic cells. There was no sporogonial plasmodium. The spore was ovoid, 4.8 × 3.1 μm (stained), with a large crescentic nucleus and rounded posterior vacuole. The polar filament was isofilar, doubly coiled, with about 10 turns. This species closely resembles the type T. giardi Henneguy. It is concluded that sporogony by means of three binary divisions and lack of a sporogonial plasmodium may be essential characters of the genus Thelohania Henneguy, 1982.","Canada (Queen Charlotte Sound, British Colombia)","Canada (British Colombia, Colombia, Charlotte)",Canada (British Columbia | Columbia); Thelohania (); U.S. Virgin Islands (Charlotte),1,5,1,TRUE
594,Thelohania capillata,"Thelohania Capillata n. Sp. (Microspora, Thelohaniidae) — An Ultrastructural Study with Remarks on the Taxonomy of the Genus Thelohania Henneguy, 1892 ::: Thelohania capillata sp. nov. is described from larvae of the blackfly Odagmia ornata (MEIGEN, 1818), collected in a small stream in the south of Sweden, Infection was restricted to the adipose tissue, which was transformed into a syncytial xenoma. The earliest stage observed was diplo- karyotic merozoites, which mature directly into diplokaryotic sporonts. The first division of the sporont is a meiosis, identified by the occurrence of synaptonemal complexes, and it is usually followed by a mitotical division, resulting in a plasmodium with 8 single nuclei. The cytoplasm is further divided into 8 lobes which finally give rise to 8 rounded sporoblasts. Each sporoblast matures into a barrel-shaped spore, with a spore-wall composed of three layers, 280 - 350 nm thick. Most spores are octosporous microspores, dimensions 2.0-3.1 X 2.0-2.7 um in fixed preparations, but a small number of macrospores, 3.5 -4.5 X 2.8 -3.0 um, are produced in pansporoblasts with four spores. Both spore types with a single nucleus and a nearly identical fine structure. The anehoring disc is small and the straight part of the polar filament reaches the posterior pole of the spore. It is surrounded by a polaroplast composed of two structurally different parts. The anterior part is about 1/3 of the spore length, the posterior about 2/3. The polar filament is of approximately uniform thickness all over its length. In microspores the diameter is 120 -140 nm, in macrospores it is slightly bigger, 125-150 nm. The polar filament of microspores is posteriorly arranged as 4-5 coils in a single layer close to the spore wall. The angle of tilt of the first fila- ment coil is approximately 45 degrees. In macrospores the posterior part of the filament is ar- ranged as 8 irregularly stacked coils. Sporogony occurs in a pansporoblast trans versed by a fibrous material continuous from the spore wall to the pansporoblast membrane, which has a hair-like fibrous appearance. The relationship of the new species to other species of the genus Thelohania and to Thelohania·like microsporidia from blackflies is discussed.",Sweden,Sweden (),Sweden (); Thelohaniidae (); Thelohania (); Microspora (); Czechia (Most),1,5,0,TRUE
595,Thelohania collernbolae,"Seven New Microsporidian Parasites of Springtails (Collembola) in the Federal Republic of Germany ::: Three new species of Nosema (N. lepidocyrti, N. onychiurus and N. petrosa), one Encephalitozoon (E.flavescens), two species of Thelohania (T. bomboschi and T. collembolae) and a new genus Auraspora n.g. with A. canningae were described from Collembola in soil samples of Lower Saxony, Federal Republic of Germany.",Germany (Lower Saxony),Germany (Lower Saxony),Germany (Federal Republic of Germany); Nosema (); Thelohania (); Brazil (Federal),1,5,1,TRUE
596,Thelohania limbata,"Two New Species of Microsporidia from the Larvae Of Tramea Limbata (Odonata : Insecta) ::: Two new species of microsporidians, Nosema limbata n. sp. and Thelo. hania limbatan. sp. from the adipose tissue of the larvae of Tramealimbatacollected from the dairy farm area, Visakhapatnam and the Andhra University Campus at Waltair respectively me described and their systematic position discussed.",Waltair,Waltair (),Trinidad and Tobago (Of); India (Visakhapatnam); Jamaica (University),0,6,1,TRUE
597,Thelohania microtritiae,"Eight New Microsporidian Parasites of Moss-Mites (Oribatei, Acarina) in Forest Soils ::: Four new species of the genus Pleistophora (P. oribatei, P. cephei, P. platynothri, and P. dindali), one of Thelohania (Th. microtritiae), and three of Nosema (N. steganacari, N. acari, and N. führeri) are discovered and described from mossmites (Oribatei, Acarina) in forest soil samples from Lower Saxony and Hessen (Federal Republic of Germany). Acht neue Mikrosporidien‐Arten aus Hornmilben (Oribatei, Acarina) aus Waldböden Im Rahmen einer vergleichenden Bodentieruntersuchung wurden in verschiedenen Waldstandorten Niedersachsens und Hessens 62 Hornmilbenarten festgestellt, von denen 12 Arten mit Mikrosporidien infiziert waren. Diese gehören acht verschiedenen Species an, die hier als neue Arten beschrieben werden: Pleistophora oribatei n. sp. in verschiedenen Hornmilbenarten; P. cephei n. sp. in Cepheus dentatus Michael (Cepheidae); P. platynothri n. sp. in Platynothrus peltifer C. L. Koch (Camisiidae); P. dindali n. sp. in Carabodes coriaceus C. L. Koch (Carabodidae); Thelohania microtritiae n. sp. in Microtritia minima Berlese (Euphtiracaridae); Nosema steganacari n. sp. in Steganacarus striculus C. L. Koch (Phtiracaridae); N. acari n. sp. in Damaeus onustus C. L. Koch and D. clavipes Hermann (Damaeidae), und N. führeri n. sp. in Phtiracarus globosus C. L. Koch (Phtiracaridae). Der nachgewiesene Mikrosporidienbefall betrug bei den meisten Wirtsarten 2–5%, nur bei Rhysotritia duplicata Grandjean (Euphtiracaridae) lag er bei 15% und M. minima 10%.",Germany,Germany (),Germany (Hessen); Oribatei (); Damaeus (); Pleistophora (); Forest Soils (); Carabodidae (); Cepheus (); Microtritia (); Waldböden (); Thelohania (); Norway (Moss); Brazil (Federal),1,14,0,TRUE
598,Thelohania montirivulorum,"Thelohania montirivulorum sp. nov. (Microspora: Thelohaniidae), a parasite of the Australian freshwater crayfish, Cherax destructor (Decapoda: Parastacidae): fine ultrastructure, molecular characteristics and phylogenetic relationships ::: Thelohania montirivulorum sp. nov., a new species of microsporidian parasite, was found in a highland population of the Australian yabby, Cherax destructor. Data are presented on fine ultrastructure, developmental morphology and DNA sequence of the small subunit ribosomal DNA (SSU rDNA) and internal transcribed spacer region. The phylogenetic relationships of T. montrivulorum sp. nov. and other crayfish parasites in the genus Thelohania, based on the SSU rDNA sequence, are investigated. Fine ultrastructure, patterns of sporogony and SSU rDNA sequence similarities indicate T. montirivulorum sp. nov. is congeneric with T. parastaci, a parasite of lowland populations of C. destructor, and with T. contejeani, a parasite of European freshwater crayfish. SSU rDNA data suggests Thelohania species found in crustacean hosts are more closely related to the Vairimorpha/Nosema clade of species from insect and crustacean hosts than to the fire ant parasites, T. solenopsae and Thelohania sp.",Australia,Australia (),Thelohaniidae (); Thelohania (); Parastacidae (),0,3,1,TRUE
599,Thelohania ostriniae,"Thelohania ostriniae n. sp., a new microsporidian parasite of the European corn borer Ostrinia nubilalis Hbn. (Lepidoptera, Pyralidae) ::: Thelohania ostriniae n.sp. is described from the European corn borer, Ostrinia nubilalis, in southern France. The parasite invades the fat tissue of larvae and pupae of its host. The life-cycle of T. ostriniae is described. The fixed and stained spores measured 2.04 to 3.59 X 1.75 to 1.92 mu m. The new species differs from T. nana by the spore sizes. The host population was also heavily infected with Nosema pyraustae.",France (Gard),France (Gard),France (); Pyralidae (); Thelohania (),1,2,1,TRUE
